id,formula_name,formula_in_latex,unicode_dec,unicodexml_description,formula_type
755,\longleftrightarrow,\longleftrightarrow,10231,LONG LEFT RIGHT ARROW,single symbol
756,\hookrightarrow,\hookrightarrow,8618,RIGHTWARDS ARROW WITH HOOK,single symbol
757,\Longleftrightarrow,\Longleftrightarrow,10234,LONG LEFT RIGHT DOUBLE ARROW,single symbol
758,SOUTH EAST ARROW,\searrow,8600,SOUTH EAST ARROW,single symbol
759,\longmapsto,\longmapsto,10236,LONG RIGHTWARDS ARROW FROM BAR,single symbol
760,SOUTH WEST ARROW,\swarrow,8601,SOUTH WEST ARROW,single symbol
761,LEFTWARDS ARROW,\leftarrow,8592,LEFTWARDS ARROW,single symbol
762,\Longrightarrow,\Longrightarrow,10233,LONG RIGHTWARDS DOUBLE ARROW,single symbol
763,\uparrow,\uparrow,8593,UPWARDS ARROW,single symbol
764,\Leftarrow,\Leftarrow,8656,LEFTWARDS DOUBLE ARROW,single symbol
765,\longrightarrow,\longrightarrow,10230,LONG RIGHTWARDS ARROW,single symbol
766,double upwards arrow,\Uparrow,8657,UPWARDS DOUBLE ARROW,single symbol
767,\Leftrightarrow,\Leftrightarrow,8660,LEFT RIGHT DOUBLE ARROW,single symbol
768,\mapsto,\mapsto,8614,RIGHTWARDS ARROW FROM BAR,single symbol
769,\updownarrow,\updownarrow,8597,UP DOWN ARROW,single symbol
770,\leftrightarrow,\leftrightarrow,8596,LEFT RIGHT ARROW,single symbol
771,\nearrow,\nearrow,8599,NORTH EAST ARROW,single symbol
772,\Updownarrow,\Updownarrow,8661,UP DOWN DOUBLE ARROW,single symbol
773,\leftharpoondown,\leftharpoondown,8637,LEFTWARDS HARPOON WITH BARB DOWNWARDS,single symbol
774,\rightharpoondown,\rightharpoondown,8641,RIGHTWARDS HARPOON WITH BARB DOWNWARDS,single symbol
775,\rightleftharpoons,\rightleftharpoons,8652,RIGHTWARDS HARPOON OVER LEFTWARDS HARPOON,single symbol
776,\leftharpoonup,\leftharpoonup,8636,LEFTWARDS HARPOON WITH BARB UPWARDS,single symbol
777,\rightharpoonup,\rightharpoonup,8640,RIGHTWARDS HARPOON WITH BARB UPWARDS,single symbol
778,\leadsto,\leadsto,8605,,single symbol
779,\textdownarrow,\textdownarrow,8595,,single symbol
780,\textrightarrow,\textrightarrow,8594,,single symbol
781,\textleftarrow,\textleftarrow,8592,,single symbol
782,\textuparrow,\textuparrow,8593,,single symbol
783,Anticlockwise Open Circle Arrow,\circlearrowleft,8634,ANTICLOCKWISE OPEN CIRCLE ARROW,single symbol
784,\leftleftarrows,\leftleftarrows,8647,LEFTWARDS PAIRED ARROWS,single symbol
785,\rightleftarrows,\rightleftarrows,8644,RIGHTWARDS ARROW OVER LEFTWARDS ARROW,single symbol
786,\circlearrowright,\circlearrowright,8635,CLOCKWISE OPEN CIRCLE ARROW,single symbol
787,\leftrightarrows,\leftrightarrows,8646,LEFTWARDS ARROW OVER RIGHTWARDS ARROW,single symbol
788,\rightrightarrows,\rightrightarrows,8649,RIGHTWARDS PAIRED ARROWS,single symbol
789,\curvearrowleft,\curvearrowleft,8630,ANTICLOCKWISE TOP SEMICIRCLE ARROW,single symbol
790,\leftrightsquigarrow,\leftrightsquigarrow,8621,LEFT RIGHT WAVE ARROW,single symbol
791,\rightsquigarrow,\rightsquigarrow,8669,RIGHTWARDS SQUIGGLE ARROW,single symbol
792,\curvearrowright,\curvearrowright,8631,CLOCKWISE TOP SEMICIRCLE ARROW,single symbol
793,\Lleftarrow,\Lleftarrow,8666,LEFTWARDS TRIPLE ARROW,single symbol
794,\Rrightarrow,\Rrightarrow,8667,RIGHTWARDS TRIPLE ARROW,single symbol
795,Upwards Arrow With Tip Rightwards,\Rsh,8625,UPWARDS ARROW WITH TIP RIGHTWARDS,single symbol
796,\dashleftarrow,\dashleftarrow,8672,,single symbol
797,\looparrowleft,\looparrowleft,8619,LEFTWARDS ARROW WITH LOOP,single symbol
798,\twoheadleftarrow,\twoheadleftarrow,8606,LEFTWARDS TWO HEADED ARROW,single symbol
799,\dashrightarrow,\dashrightarrow,8674,,single symbol
800,\looparrowright,\looparrowright,8620,RIGHTWARDS ARROW WITH LOOP,single symbol
801,\twoheadrightarrow,\twoheadrightarrow,8608,RIGHTWARDS TWO HEADED ARROW,single symbol
802,\downdownarrows,\downdownarrows,8650,DOWNWARDS PAIRED ARROWS,single symbol
803,Upwards Arrow With Tip Leftwards,\Lsh,8624,UPWARDS ARROW WITH TIP LEFTWARDS,single symbol
804,\upuparrows,\upuparrows,8648,UPWARDS PAIRED ARROWS,single symbol
805,\leftarrowtail,\leftarrowtail,8610,LEFTWARDS ARROW WITH TAIL,single symbol
806,\rightarrowtail,\rightarrowtail,8611,RIGHTWARDS ARROW WITH TAIL,single symbol
807,\nLeftarrow,\nLeftarrow,8653,LEFTWARDS DOUBLE ARROW WITH STROKE,single symbol
808,\nLeftrightarrow,\nLeftrightarrow,8654,LEFT RIGHT DOUBLE ARROW WITH STROKE,single symbol
809,\nRightarrow,\nRightarrow,8655,RIGHTWARDS DOUBLE ARROW WITH STROKE,single symbol
810,\nleftarrow,\nleftarrow,8602,LEFTWARDS ARROW WITH STROKE,single symbol
811,\nleftrightarrow,\nleftrightarrow,8622,LEFT RIGHT ARROW WITH STROKE,single symbol
812,\nrightarrow,\nrightarrow,8603,RIGHTWARDS ARROW WITH STROKE,single symbol
813,\downharpoonleft,\downharpoonleft,8643,DOWNWARDS HARPOON WITH BARB LEFTWARDS,single symbol
814,\leftrightharpoons,\leftrightharpoons,8651,LEFTWARDS HARPOON OVER RIGHTWARDS HARPOON,single symbol
815,\upharpoonleft,\upharpoonleft,8639,UPWARDS HARPOON WITH BARB LEFTWARDS,single symbol
816,\downharpoonright,\downharpoonright,8642,DOWNWARDS HARPOON WITH BARB RIGHTWARDS,single symbol
817,\upharpoonright,\upharpoonright,8638,UPWARDS HARPOON WITH BARB RIGHTWARDS,single symbol
818,\leftarrowtriangle,\leftarrowtriangle,8701,LEFTWARDS OPEN-HEADED ARROW,single symbol
819,LEFTWARDS DOUBLE ARROW FROM BAR,\Mapsfrom,10502,LEFTWARDS DOUBLE ARROW FROM BAR,single symbol
820,\shortleftarrow,\shortleftarrow,8592,,single symbol
821,\leftrightarroweq,\leftrightarroweq,0,,single symbol
822,\mapsfrom,\mapsfrom,8612,LEFTWARDS ARROW FROM BAR,single symbol
823,\shortrightarrow,\shortrightarrow,8594,,single symbol
824,\leftrightarrowtriangle,\leftrightarrowtriangle,8703,LEFT RIGHT OPEN-HEADED ARROW,single symbol
825,RIGHTWARDS DOUBLE ARROW FROM BAR,\Mapsto,10503,RIGHTWARDS DOUBLE ARROW FROM BAR,single symbol
826,Short upwards arrow,\shortuparrow,8593,,single symbol
827,\lightning,\lightning,8623,,single symbol
828,NORTH NORTH EAST ARROW,\nnearrow,0,,single symbol
829,South South east arrow,\ssearrow,0,,single symbol
830,\Longmapsfrom,\Longmapsfrom,10237,LONG LEFTWARDS DOUBLE ARROW FROM BAR,single symbol
831,NORTH NORTH WEST ARROW,\nnwarrow,0,,single symbol
832,South South west arrow,\sswarrow,0,,single symbol
833,\longmapsfrom,\longmapsfrom,10235,LONG LEFTWARDS ARROW FROM BAR,single symbol
834,\rightarrowtriangle,\rightarrowtriangle,8702,RIGHTWARDS OPEN-HEADED ARROW,single symbol
835,\Longmapsto,\Longmapsto,10238,LONG RIGHTWARDS DOUBLE ARROW FROM BAR,single symbol
836,\shortdownarrow,\shortdownarrow,8595,,single symbol
837,\vartheta,\vartheta,977,GREEK THETA SYMBOL,single symbol
838,\varpi,\varpi,982,GREEK PI SYMBOL,single symbol
839,\varsigma,\varsigma,962,GREEK SMALL LETTER FINAL SIGMA,single symbol
840,\digamma,\digamma,989,GREEK SMALL LETTER DIGAMMA,single symbol
841,\upphi,\upphi,981,GREEK PHI SYMBOL,single symbol
842,\upvarphi,\upvarphi,966,GREEK SMALL LETTER PHI,single symbol
843,\upchi,\upchi,967,GREEK SMALL LETTER CHI,single symbol
844,\uppsi,\uppsi,968,GREEK SMALL LETTER PSI,single symbol
845,\upomega,\upomega,969,GREEK SMALL LETTER OMEGA,single symbol
846,\Uppsi,\Uppsi,0,,single symbol
847,\Upomega,\Upomega,0,,single symbol
848,\upalpha,\upalpha,945,GREEK SMALL LETTER ALPHA,single symbol
849,\upbeta,\upbeta,946,GREEK SMALL LETTER BETA,single symbol
850,\upgamma,\upgamma,947,GREEK SMALL LETTER GAMMA,single symbol
851,\updelta,\updelta,948,GREEK SMALL LETTER DELTA,single symbol
852,\upepsilon,\upepsilon,949,GREEK SMALL LETTER EPSILON,single symbol
853,epsilon (upright variant),\upvarepsilon,1013,GREEK LUNATE EPSILON SYMBOL,single symbol
854,\upzeta,\upzeta,950,GREEK SMALL LETTER ZETA,single symbol
855,\upeta,\upeta,951,GREEK SMALL LETTER ETA,single symbol
856,\Upgamma,\Upgamma,0,,single symbol
857,\Updelta,\Updelta,0,,single symbol
858,\Uptheta,\Uptheta,0,,single symbol
859,\uptheta,\uptheta,952,GREEK SMALL LETTER THETA,single symbol
860,\upvartheta,\upvartheta,977,GREEK THETA SYMBOL,single symbol
861,\upiota,\upiota,953,GREEK SMALL LETTER IOTA,single symbol
862,kappa (upright variant),\upkappa,954,GREEK SMALL LETTER KAPPA,single symbol
863,\uplambda,\uplambda,955,GREEK SMALL LETTER LAMDA,single symbol
864,\upmu,\upmu,956,GREEK SMALL LETTER MU,single symbol
865,\upnu,\upnu,957,GREEK SMALL LETTER NU,single symbol
866,\upxi,\upxi,958,GREEK SMALL LETTER XI,single symbol
867,\Uplambda,\Uplambda,0,,single symbol
868,\Upxi,\Upxi,0,,single symbol
869,Pi (upright variant),\Uppi,0,,single symbol
870,\uppi,\uppi,960,GREEK SMALL LETTER PI,single symbol
871,\upvarpi,\upvarpi,982,GREEK PI SYMBOL,single symbol
872,\uprho,\uprho,961,GREEK SMALL LETTER RHO,single symbol
873,\upvarrho,\upvarrho,1009,GREEK RHO SYMBOL,single symbol
874,\upsigma,\upsigma,963,GREEK SMALL LETTER SIGMA,single symbol
875,\upvarsigma,\upvarsigma,962,GREEK SMALL LETTER FINAL SIGMA,single symbol
876,\uptau,\uptau,964,GREEK SMALL LETTER TAU,single symbol
877,\upupsilon,\upupsilon,965,GREEK SMALL LETTER UPSILON,single symbol
878,\Upsigma,\Upsigma,0,,single symbol
879,\Upupsilon,\Upupsilon,0,,single symbol
880,\Upphi,\Upphi,0,,single symbol
881,\bot,\bot,8869,UP TACK,single symbol
882,\forall,\forall,8704,FOR ALL,single symbol
883,\imath,\imath,120484,MATHEMATICAL ITALIC SMALL DOTLESS I,single symbol
884,\ni,\ni,8715,CONTAINS AS MEMBER,single symbol
885,\top,\top,8868,DOWN TACK,single symbol
886,\ell,\ell,8467,SCRIPT SMALL L,single symbol
887,\hbar,\hbar,295,HORIZONTAL BAR,single symbol
888,\in,\in,8712,MATHEMATICAL SANS-SERIF BOLD ITALIC EPSILON SYMBOL,single symbol
889,\notin,\notin,8713,NOT AN ELEMENT OF,single symbol
890,\wp,\wp,8472,SCRIPT CAPITAL P,single symbol
891,\exists,\exists,8707,THERE EXISTS,single symbol
892,\Im,\Im,8465,BLACK-LETTER CAPITAL I,single symbol
893,\jmath,\jmath,120485,MATHEMATICAL ITALIC SMALL DOTLESS J,single symbol
894,\Re,\Re,8476,BLACK-LETTER CAPITAL R,single symbol
895,\Bbbk,\Bbbk,120156,MATHEMATICAL DOUBLE-STRUCK SMALL K,single symbol
896,\complement,\complement,8705,COMPLEMENT,single symbol
897,\Finv,\Finv,8498,TURNED CAPITAL F,single symbol
898,\hslash,\hslash,8463,PLANCK CONSTANT OVER TWO PI,single symbol
899,\circledS,\circledS,9416,CIRCLED LATIN CAPITAL LETTER S,single symbol
900,\Game,\Game,8513,TURNED SANS-SERIF CAPITAL G,single symbol
901,\nexists,\nexists,8708,THERE DOES NOT EXIST,single symbol
902,\Lbag,\Lbag,0,,single symbol
903,\Rbag,\Rbag,0,,single symbol
904,\lbag,\lbag,10181,LEFT S-SHAPED BAG DELIMITER,single symbol
905,\rbag,\rbag,10182,RIGHT S-SHAPED BAG DELIMITER,single symbol
906,\llceil,\llceil,0,,single symbol
907,\rrceil,\rrceil,0,,single symbol
908,\llfloor,\llfloor,0,,single symbol
909,\rrfloor,\rrfloor,0,,single symbol
910,\llparenthesis,\llparenthesis,10631,Z NOTATION LEFT IMAGE BRACKET,single symbol
911,\rrparenthesis,\rrparenthesis,10632,Z NOTATION RIGHT IMAGE BRACKET,single symbol
912,\langle,\langle,10216,MATHEMATICAL LEFT ANGLE BRACKET,single symbol
913,\rangle,\rangle,10217,MATHEMATICAL RIGHT ANGLE BRACKET,single symbol
914,\lceil,\lceil,8968,LEFT CEILING,single symbol
915,\rceil,\rceil,8969,RIGHT CEILING,single symbol
916,\lfloor,\lfloor,8970,LEFT FLOOR,single symbol
917,\rfloor,\rfloor,8971,RIGHT FLOOR,single symbol
918,[,[,91,LEFT SQUARE BRACKET,single symbol
919,],],93,RIGHT SQUARE BRACKET,single symbol
920,|,|,124,,single symbol
921,\|,\|,8741,,single symbol
922,/,/,47,SOLIDUS,single symbol
923,\llbracket,\llbracket,10214,,single symbol
924,\rrbracket,\rrbracket,10215,,single symbol
925,left angle,\textlangle,60,,single symbol
926,\textrangle,\textrangle,62,,single symbol
927,\textlbrackdbl,\textlbrackdbl,91,,single symbol
928,\textrbrackdbl,\textrbrackdbl,93,,single symbol
929,\textlquill,\textlquill,0,,single symbol
930,\textrquill,\textrquill,0,,single symbol
931,\cdotp,\cdotp,183,MIDDLE DOT,single symbol
932,\colon,\colon,58,,single symbol
933,\ldotp,\ldotp,0,,single symbol
934,\vdots,\vdots,8942,VERTICAL ELLIPSIS,single symbol
935,\cdots,\cdots,8943,MIDLINE HORIZONTAL ELLIPSIS,single symbol
936,\ddots,\ddots,8945,DOWN RIGHT DIAGONAL ELLIPSIS,single symbol
937,\ldots,\ldots,8230,HORIZONTAL ELLIPSIS,single symbol
938,\dotsi,\dotsi,8943,,single symbol
939,\dotsb,\dotsb,8943,,single symbol
940,\dotsm,\dotsm,8943,,single symbol
941,\dotsc,\dotsc,8230,,single symbol
942,\dotso,\dotso,8230,,single symbol
943,\aleph,\aleph,8501,ALEF SYMBOL,single symbol
944,\infty,\infty,8734,INFINITY,single symbol
945,\prime,\prime,8242,PRIME,single symbol
946,\angle,\angle,8736,ANGLE,single symbol
947,\diamondsuit,\diamondsuit,9826,WHITE DIAMOND SUIT,single symbol
948,\sharp,\sharp,9839,MUSIC SHARP SIGN,single symbol
949,\backslash,\backslash,92,REVERSE SOLIDUS,single symbol
950,\emptyset,\emptyset,8709,EMPTY SET,single symbol
951,\nabla,\nabla,8711,NABLA,single symbol
952,\spadesuit,\spadesuit,9824,,drawing
953,\flat,\flat,9837,MUSIC FLAT SIGN,single symbol
954,\natural,\natural,9838,MUSIC NATURAL SIGN,single symbol
955,\surd,\surd,8730,SQUARE ROOT,single symbol
956,\clubsuit,\clubsuit,9827,BLACK CLUB SUIT,single symbol
957,\heartsuit,\heartsuit,9825,WHITE HEART SUIT,single symbol
958,\neg,\neg,172,NOT SIGN,single symbol
959,\triangle,\triangle,9653,,single symbol
960,\sqrt{},\sqrt{},8730,,nesting symbol
961,\blacktriangledown,\blacktriangledown,9662,BLACK DOWN-POINTING SMALL TRIANGLE,single symbol
962,\mho,\mho,8487,INVERTED OHM SIGN,single symbol
963,\backprime,\backprime,8245,REVERSED PRIME,single symbol
964,\diagdown,\diagdown,0,,single symbol
965,\sphericalangle,\sphericalangle,8738,SPHERICAL ANGLE,single symbol
966,\bigstar,\bigstar,9733,BLACK STAR,single symbol
967,\diagup,\diagup,9585,BOX DRAWINGS LIGHT DIAGONAL UPPER RIGHT TO LOWER LEFT,single symbol
968,\square,\square,9633,WHITE SQUARE,single symbol
969,\blacklozenge,\blacklozenge,10731,BLACK LOZENGE,single symbol
970,\eth,\eth,426,LATIN LETTER REVERSED ESH LOOP,single symbol
971,\triangledown,\triangledown,9663,WHITE DOWN-POINTING SMALL TRIANGLE,single symbol
972,\blacksquare,\blacksquare,9642,BLACK SMALL SQUARE,single symbol
973,\lozenge,\lozenge,9674,LOZENGE,single symbol
974,\varnothing,\varnothing,8709,EMPTY SET,single symbol
975,\blacktriangle,\blacktriangle,9652,BLACK UP-POINTING SMALL TRIANGLE,single symbol
976,\measuredangle,\measuredangle,8737,MEASURED ANGLE,single symbol
977,\vartriangle,\vartriangle,9653,WHITE UP-POINTING SMALL TRIANGLE,single symbol
978,\textdegree,\textdegree,176,DEGREE SIGN,single symbol
979,\textonehalf,\textonehalf,189,VULGAR FRACTION ONE HALF,single symbol
980,\textthreequarters,\textthreequarters,190,VULGAR FRACTION THREE QUARTERS,single symbol
981,\textdiv,\textdiv,247,,single symbol
982,\textonequarter,\textonequarter,188,VULGAR FRACTION ONE QUARTER,single symbol
983,\textthreesuperior,\textthreesuperior,179,,single symbol
984,\textfractionsolidus,\textfractionsolidus,0,,single symbol
985,\textonesuperior,\textonesuperior,185,,single symbol
986,\texttimes,\texttimes,215,MULTIPLICATION SIGN,single symbol
987,\textlnot,\textlnot,0,,single symbol
988,\textpm,\textpm,177,,single symbol
989,\texttwosuperior,\texttwosuperior,178,,single symbol
990,\textminus,\textminus,0,,single symbol
991,\textsurd,\textsurd,0,,single symbol
992,\iddots,\iddots,8944,,single symbol
993,\mathcal{A},\mathcal{A},57901,,single symbol
994,\mathcal{B},\mathcal{B},57902,,single symbol
995,\mathcal{C},\mathcal{C},57903,,single symbol
996,\mathcal{D},\mathcal{D},57904,,single symbol
997,\mathcal{E},\mathcal{E},57905,,single symbol
998,\mathcal{F},\mathcal{F},57906,,single symbol
999,\mathcal{G},\mathcal{G},57907,,single symbol
1000,\mathcal{H},\mathcal{H},57908,,single symbol
1001,\mathcal{I},\mathcal{I},0,,single symbol
1002,\mathcal{J},\mathcal{J},0,,single symbol
1003,\mathcal{K},\mathcal{K},0,,single symbol
1004,\mathcal{L},\mathcal{L},57912,,single symbol
1005,\mathcal{M},\mathcal{M},57913,,single symbol
1006,\mathcal{N},\mathcal{N},57914,,single symbol
1007,\mathcal{O},\mathcal{O},57915,,single symbol
1008,\mathcal{P},\mathcal{P},57916,,single symbol
1009,\mathcal{Q},\mathcal{Q},0,,single symbol
1010,\mathcal{R},\mathcal{R},57918,,single symbol
1011,\mathcal{S},\mathcal{S},57919,,single symbol
1012,\mathcal{T},\mathcal{T},57920,,single symbol
1013,\mathcal{U},\mathcal{U},57921,,single symbol
1014,\mathcal{V},\mathcal{V},0,,single symbol
1015,\mathcal{W},\mathcal{W},0,,single symbol
1016,\mathcal{X},\mathcal{X},57924,,single symbol
1017,\mathcal{Y},\mathcal{Y},0,,single symbol
1018,\mathcal{Z},\mathcal{Z},57926,,single symbol
1019,\mathfrak{A},\mathfrak{A},120068,MATHEMATICAL FRAKTUR CAPITAL A,single symbol
1020,\mathfrak{B},\mathfrak{B},120069,MATHEMATICAL FRAKTUR CAPITAL B,single symbol
1021,\mathfrak{C},\mathfrak{C},8493,BLACK-LETTER CAPITAL C,single symbol
1022,\mathfrak{D},\mathfrak{D},120071,MATHEMATICAL FRAKTUR CAPITAL D,single symbol
1023,\mathfrak{E},\mathfrak{E},120072,MATHEMATICAL FRAKTUR CAPITAL E,single symbol
1024,\mathfrak{F},\mathfrak{F},120073,MATHEMATICAL FRAKTUR CAPITAL F,single symbol
1025,\mathfrak{G},\mathfrak{G},120074,MATHEMATICAL FRAKTUR CAPITAL G,single symbol
1026,\mathfrak{H},\mathfrak{H},8460,BLACK-LETTER CAPITAL H,single symbol
1027,\mathfrak{I},\mathfrak{I},8465,BLACK-LETTER CAPITAL I,single symbol
1028,\mathfrak{J},\mathfrak{J},120077,MATHEMATICAL FRAKTUR CAPITAL J,single symbol
1029,\mathfrak{K},\mathfrak{K},120078,MATHEMATICAL FRAKTUR CAPITAL K,single symbol
1030,\mathfrak{L},\mathfrak{L},120079,MATHEMATICAL FRAKTUR CAPITAL L,single symbol
1031,\mathfrak{M},\mathfrak{M},120080,MATHEMATICAL FRAKTUR CAPITAL M,single symbol
1032,\mathfrak{N},\mathfrak{N},120081,MATHEMATICAL FRAKTUR CAPITAL N,single symbol
1033,\mathfrak{O},\mathfrak{O},120082,MATHEMATICAL FRAKTUR CAPITAL O,single symbol
1034,\mathfrak{P},\mathfrak{P},120083,MATHEMATICAL FRAKTUR CAPITAL P,single symbol
1035,\mathfrak{Q},\mathfrak{Q},120084,MATHEMATICAL FRAKTUR CAPITAL Q,single symbol
1036,\mathfrak{R},\mathfrak{R},8476,BLACK-LETTER CAPITAL R,single symbol
1037,\mathfrak{S},\mathfrak{S},120086,MATHEMATICAL FRAKTUR CAPITAL S,single symbol
1038,\mathfrak{T},\mathfrak{T},120087,MATHEMATICAL FRAKTUR CAPITAL T,single symbol
1039,\mathfrak{U},\mathfrak{U},120088,MATHEMATICAL FRAKTUR CAPITAL U,single symbol
1040,\mathfrak{V},\mathfrak{V},120089,MATHEMATICAL FRAKTUR CAPITAL V,single symbol
1041,\mathfrak{W},\mathfrak{W},120090,MATHEMATICAL FRAKTUR CAPITAL W,single symbol
1042,\mathfrak{X},\mathfrak{X},120091,MATHEMATICAL FRAKTUR CAPITAL X,single symbol
1043,\mathfrak{Y},\mathfrak{Y},120092,MATHEMATICAL FRAKTUR CAPITAL Y,single symbol
1044,\mathfrak{Z},\mathfrak{Z},8488,BLACK-LETTER CAPITAL Z,single symbol
1045,\mathbb{1},\mathbb{1},120793,MATHEMATICAL DOUBLE-STRUCK DIGIT ONE,single symbol
1046,\mathds{1},\mathds{1},120793,,single symbol
1047,\mathds{h},\mathds{h},120153,,single symbol
1048,\mathds{k},\mathds{k},120156,,single symbol
1049,\mathds{A},\mathds{A},120120,,single symbol
1050,\mathds{B},\mathds{B},120121,,single symbol
1051,\mathds{C},\mathds{C},8450,,single symbol
1052,\mathds{D},\mathds{D},120123,,single symbol
1053,\mathds{E},\mathds{E},120124,,single symbol
1054,\mathds{F},\mathds{F},120125,,single symbol
1055,\mathds{G},\mathds{G},120126,,single symbol
1056,\mathds{H},\mathds{H},8461,,single symbol
1057,\mathds{I},\mathds{I},120128,,single symbol
1058,\mathds{J},\mathds{J},120129,,single symbol
1059,\mathds{K},\mathds{K},120130,,single symbol
1060,\mathds{L},\mathds{L},120131,,single symbol
1061,\mathds{M},\mathds{M},120132,,single symbol
1062,\mathds{N},\mathds{N},78,,single symbol
1063,\mathds{O},\mathds{O},120134,,single symbol
1064,\mathds{P},\mathds{P},8473,,single symbol
1065,\mathds{Q},\mathds{Q},81,,single symbol
1066,\mathds{R},\mathds{R},82,,single symbol
1067,\mathds{S},\mathds{S},120138,,single symbol
1068,\mathds{T},\mathds{T},120139,,single symbol
1069,\mathds{U},\mathds{U},120140,,single symbol
1070,\mathds{V},\mathds{V},120141,,single symbol
1071,\mathds{W},\mathds{W},120142,,single symbol
1072,\mathds{X},\mathds{X},120143,,single symbol
1073,\mathds{Y},\mathds{Y},120144,,single symbol
1074,\mathds{Z},\mathds{Z},8484,,single symbol
1075,\mathscr{A},\mathscr{A},119964,MATHEMATICAL SCRIPT CAPITAL A,single symbol
1076,\mathscr{B},\mathscr{B},8492,SCRIPT CAPITAL B,single symbol
1077,\mathscr{C},\mathscr{C},119966,MATHEMATICAL SCRIPT CAPITAL C,single symbol
1078,\mathscr{D},\mathscr{D},119967,MATHEMATICAL SCRIPT CAPITAL D,single symbol
1079,\mathscr{E},\mathscr{E},8496,SCRIPT CAPITAL E,single symbol
1080,\mathscr{F},\mathscr{F},8497,SCRIPT CAPITAL F,single symbol
1081,\mathscr{G},\mathscr{G},119970,MATHEMATICAL SCRIPT CAPITAL G,single symbol
1082,\mathscr{H},\mathscr{H},8459,SCRIPT CAPITAL H,single symbol
1083,\mathscr{I},\mathscr{I},8464,SCRIPT CAPITAL I,single symbol
1084,\mathscr{J},\mathscr{J},119973,MATHEMATICAL SCRIPT CAPITAL J,single symbol
1085,\mathscr{K},\mathscr{K},119974,MATHEMATICAL SCRIPT CAPITAL K,single symbol
1086,\mathscr{L},\mathscr{L},8466,SCRIPT CAPITAL L,single symbol
1087,\mathscr{M},\mathscr{M},8499,SCRIPT CAPITAL M,single symbol
1088,\mathscr{N},\mathscr{N},119977,MATHEMATICAL SCRIPT CAPITAL N,single symbol
1089,\mathscr{O},\mathscr{O},119978,MATHEMATICAL SCRIPT CAPITAL O,single symbol
1090,\mathscr{P},\mathscr{P},119979,MATHEMATICAL SCRIPT CAPITAL P,single symbol
1091,\mathscr{Q},\mathscr{Q},119980,MATHEMATICAL SCRIPT CAPITAL Q,single symbol
1092,\mathscr{R},\mathscr{R},8475,SCRIPT CAPITAL R,single symbol
1093,\mathscr{S},\mathscr{S},119982,MATHEMATICAL SCRIPT CAPITAL S,single symbol
1094,\mathscr{T},\mathscr{T},119983,MATHEMATICAL SCRIPT CAPITAL T,single symbol
1095,\mathscr{U},\mathscr{U},119984,MATHEMATICAL SCRIPT CAPITAL U,single symbol
1096,\mathscr{V},\mathscr{V},119985,MATHEMATICAL SCRIPT CAPITAL V,single symbol
1097,\mathscr{W},\mathscr{W},119986,MATHEMATICAL SCRIPT CAPITAL W,single symbol
1098,\mathscr{X},\mathscr{X},119987,MATHEMATICAL SCRIPT CAPITAL X,single symbol
1099,\mathscr{Y},\mathscr{Y},119988,MATHEMATICAL SCRIPT CAPITAL Y,single symbol
1100,\mathscr{Z},\mathscr{Z},119989,MATHEMATICAL SCRIPT CAPITAL Z,single symbol
1101,\celsius,\celsius,8451,,single symbol
1102,\degree,\degree,176,,single symbol
1103,ohm,\ohm,937,,single symbol
1104,\conjunction,\conjunction,9740,,single symbol
1105,\opposition,\opposition,9741,,single symbol
1106,Mercury,\mercury,9791,MERCURY,single symbol
1107,Earth,\earth,9793,,single symbol
1108,Jupiter,\jupiter,9795,JUPITER,single symbol
1109,Uranus,\uranus,9954,URANUS,single symbol
1110,Pluto,\pluto,9799,PLUTO,single symbol
1111,Venus,\venus,9792,FEMALE SIGN,single symbol
1112,Mars,\mars,9794,,single symbol
1113,Saturn,\saturn,9796,SATURN,single symbol
1114,Neptune,\neptune,0,NEPTUNE,single symbol
1115,\astrosun,\astrosun,9737,SUN,single symbol
1116,\fullmoon,\fullmoon,9675,,single symbol
1117,\leftmoon,\leftmoon,9790,LAST QUARTER MOON,single symbol
1118,\newmoon,\newmoon,127761,,single symbol
1119,\rightmoon,\rightmoon,9789,LAST QUARTER MOON,single symbol
1120,\aries,\aries,9800,ARIES,single symbol
1121,\cancer,\cancer,9803,CANCER,single symbol
1122,\libra,\libra,9806,LIBRA,single symbol
1123,\aquarius,\aquarius,9810,AQUARIUS,single symbol
1124,\taurus,\taurus,9801,TAURUS,single symbol
1125,\leo,\leo,9804,LEO,single symbol
1126,\scorpio,\scorpio,9807,SCORPIUS,single symbol
1127,\capricornus,\capricornus,9809,CAPRICORN,single symbol
1128,\gemini,\gemini,9802,GEMINI,single symbol
1129,\virgo,\virgo,9805,VIRGO,single symbol
1130,\sagittarius,\sagittarius,9808,SAGITTARIUS,single symbol
1131,\pisces,\pisces,9811,PISCES,single symbol
1132,\ascnode,\ascnode,9804,,single symbol
1133,\descnode,\descnode,0,,single symbol
1134,\vernal,\vernal,0,,single symbol
1135,Mercury (calligraphic),\Mercury,9791,,single symbol
1136,Earth (caligraphic),\Earth,9793,,single symbol
1137,Jupiter (calligraphic),\Jupiter,9795,,single symbol
1138,Uranus (calligraphic),\Uranus,9797,,single symbol
1139,Pluto (calligraphic),\Pluto,0,,single symbol
1140,Venus (calligraphic),\Venus,9792,,single symbol
